frequency,userid,tag
15,1431,java
6,1431,sql
6,1431,mysql
5,1431,algorithm
4,1431,hibernate
4,1431,python
3,1431,database
2,1431,spring
2,1431,optimization
2,1431,tomcat
4,2653,javascript
3,2653,python
2,2653,database
2,2653,c
1,2653,frameworks
1,2653,c++
1,2653,mysql
1,2653,open-source
1,2653,css
1,2653,database-design
14,117658,asp.net
10,117658,c#
9,117658,sql-server
7,117658,sql
7,117658,asp.net-mvc
6,117658,.net
5,117658,sql-server-2005
3,117658,mysql
2,117658,vb.net
2,117658,tsql
75,44765,c#
41,44765,asp.net
38,44765,php
26,44765,.net
19,44765,jquery
18,44765,html
15,44765,javascript
12,44765,mysql
6,44765,sql-server
6,44765,ajax
7,1284,sql-server
6,1284,nhibernate
5,1284,c#
5,1284,asp.net
4,1284,.net
4,1284,sql
3,1284,javascript
2,1284,jquery
1,1284,sql-server-2005
1,1284,database
16,141502,c#
9,141502,.net
3,141502,multithreading
2,141502,xaml
1,141502,vb.net
12,147320,python
8,147320,windows-installer
5,147320,windows
4,147320,.net
2,147320,c#
2,147320,html
1,147320,asp.net
1,147320,sql-server
1,147320,sql
1,147320,c
4,8844,c#
2,8844,.net
1,8844,c++
1,8844,jquery
1,8844,ajax
1,8844,database
1,8844,html
1,8844,sql
1,8844,multithreading
1,8844,asp.net-mvc
3,9269,ajax
2,9269,database
1,9269,api
1,9269,c++
1,9269,java
1,9269,deployment
1,9269,mysql
1,9269,python
1,9269,algorithm
1,9269,objective-c
4,53777,.net
4,53777,c#
2,53777,tsql
2,53777,sql-server
1,53777,logging
1,53777,open-source
1,53777,sql-server-2005
1,53777,project-management
1,53777,sql
1,53777,silverlight
18,242241,css
16,242241,html
3,242241,javascript
1,242241,xpath
1,242241,jquery-plugins
1,242241,php
1,242241,zend-framework
1,242241,windows
1,242241,vb.net
1,242241,cross-browser
13,17815,asp.net-mvc
8,17815,.net
6,17815,c#
5,17815,entity-framework
3,17815,javascript
2,17815,multithreading
2,17815,asp.net
1,17815,database
1,17815,java
1,17815,documentation
16,105536,asp.net
12,105536,asp.net-mvc
12,105536,c#
9,105536,html
7,105536,jquery
7,105536,.net
7,105536,php
6,105536,css
5,105536,javascript
5,105536,vb.net
49,35829,c#
35,35829,asp.net
33,35829,asp.net-mvc
24,35829,.net
7,35829,sql-server
6,35829,c++
4,35829,sql
4,35829,javascript
4,35829,entity-framework
4,35829,sql-server-2005
8,2628,java
2,2628,data-structures
1,2628,javascript
43,56285,java
2,56285,data-structures
2,56285,cross-platform
2,56285,javadoc
2,56285,java-ee
2,56285,windows
1,56285,operating-system
1,56285,jar
1,56285,linux
1,56285,junit
7,6083,python
1,6083,osx
1,6083,xpath
2,171206,objective-c
1,171206,frameworks
19,174614,c#
4,174614,php
3,174614,c
2,174614,silverlight
1,174614,sql-server
1,174614,css
1,174614,multithreading
1,174614,python
1,174614,c++
1,174614,frameworks
24,1249,c#
21,1249,asp.net
14,1249,.net
10,1249,jquery
7,1249,ajax
7,1249,linux
7,1249,vb.net
5,1249,sql
5,1249,css
4,1249,javascript
57,231716,asp.net
41,231716,c#
15,231716,asp.net-mvc
12,231716,.net
11,231716,javascript
7,231716,jquery
5,231716,linq-to-sql
5,231716,css
4,231716,asp.net-ajax
3,231716,database
4,105019,zend-framework
1,105019,php
28,14467,java
1,14467,exception-handling
1,14467,mysql
1,14467,frameworks
1,14467,graphics
1,14467,java-me
1,14467,sql
1,14467,filesystems
1,14467,model-view-controller
1,14467,windows
84,784,javascript
16,784,jquery
10,784,html
9,784,objective-c
6,784,c++
6,784,cross-browser
6,784,c#
5,784,data-structures
5,784,functional-programming
4,784,ajax
56,69283,c++
31,69283,c
4,69283,visual-c++
4,69283,data-structures
3,69283,opengl
2,69283,optimization
2,69283,windows
2,69283,python
1,69283,logging
1,69283,api
19,119212,php
14,119212,mysql
9,119212,java
7,119212,sql
6,119212,css
5,119212,html
4,119212,sql-server
4,119212,javascript
4,119212,database
2,119212,tsql
15,22080,c++
8,22080,c#
6,22080,python
5,22080,.net
4,22080,objective-c
3,22080,opengl
2,22080,sql
2,22080,api
2,22080,algorithm
2,22080,graphics
8,47110,java
4,47110,mysql
3,47110,php
2,47110,database
2,47110,ajax
1,47110,model-view-controller
1,47110,jvm
1,47110,html
1,47110,data-structures
1,47110,database-design
10,207716,c++
7,207716,algorithm
6,207716,c#
2,207716,.net
2,207716,c
2,207716,asp.net
1,207716,java
1,207716,data-structures
1,207716,html
1,207716,windows
8,13986,linux
8,13986,c++
8,13986,php
6,13986,css
5,13986,osx
4,13986,c
3,13986,sql
3,13986,open-source
3,13986,java
3,13986,c#
10,12388,java
5,12388,html
4,12388,javascript
3,12388,database
3,12388,mysql
3,12388,jquery
3,12388,google-app-engine
3,12388,php
2,12388,css
2,12388,python
51,7734,c
49,7734,c++
28,7734,sql
20,7734,algorithm
6,7734,windows
6,7734,database
5,7734,visual-c++
4,7734,optimization
4,7734,c#
3,7734,plsql
18,90025,php
13,90025,jquery
12,90025,python
11,90025,mysql
7,90025,ajax
7,90025,javascript
5,90025,html
3,90025,sql
3,90025,css
2,90025,django-models
1,17693,c++
5,108044,c#
4,108044,php
3,108044,asp.net
3,108044,mysql
3,108044,c++
3,108044,c
2,108044,.net
2,108044,java
2,108044,sql
2,108044,css
11,25418,c++
3,25418,css
2,25418,php
2,25418,linux
1,25418,c
1,25418,java
1,25418,cross-platform
1,25418,wordpress
1,25418,algorithm
1,25418,python
7,25333,c#
2,25333,asp.net
2,25333,.net
1,25333,algorithm
1,25333,vb.net
1,25333,multithreading
1,25333,asp.net-ajax
2,192910,logging
2,192910,eclipse
1,192910,c#
1,192910,php
1,192910,c++
1,192910,.net
1,192910,objective-c
11,17343,sql
10,17343,java
5,17343,mysql
2,17343,subquery
2,17343,sql-server
2,17343,jframe
1,17343,eclipse
1,17343,database
1,17343,php
1,17343,sql-server-2005
62,15622,c#
27,15622,c++
16,15622,.net
7,15622,asp.net
6,15622,python
3,15622,exception-handling
3,15622,linux
2,15622,optimization
2,15622,c
2,15622,html
28,155201,javascript
15,155201,css
9,155201,html
7,155201,jquery
7,155201,java
5,155201,ajax
4,155201,hibernate
2,155201,php
2,155201,mysql
2,155201,asp.net
1,303180,c++
1,303180,multithreading
13,445,.net
13,445,c#
2,445,vb.net
1,445,windows
1,445,html
1,445,filesystems
1,445,sql-server
1,445,multithreading
1,445,r
1,445,mysql
16,220299,c#
9,220299,mysql
8,220299,sql
7,220299,jquery
5,220299,php
4,220299,database
4,220299,asp.net
4,220299,sql-server
4,220299,tsql
4,220299,javascript
20,8521,c#
10,8521,.net
10,8521,c
3,8521,linux
3,8521,c++
3,8521,php
2,8521,multithreading
2,8521,sql
1,8521,vb.net
1,8521,sql-server
229,9021,php
222,9021,javascript
181,9021,jquery
110,9021,html
84,9021,mysql
79,9021,css
23,9021,sql
20,9021,ajax
15,9021,asp.net
9,9021,algorithm
8,13188,.net
5,13188,c#
2,13188,windows-installer
2,13188,asp.net
1,13188,deployment
3,123269,objective-c
2,123269,osx
1,123269,c++
1,123269,java
1,123269,frameworks
1,123269,php
1,123269,opengl
1,123269,deployment
1,56621,asp.net
98,23897,c#
43,23897,.net
16,23897,sql-server
13,23897,sql
9,23897,sql-server-2005
8,23897,tsql
7,23897,windows
7,23897,vb.net
6,23897,asp.net
5,23897,php
1,117068,html
1,117068,css
35,29125,php
7,29125,javascript
5,29125,mysql
4,29125,html
3,29125,algorithm
2,29125,c
2,29125,css
1,29125,sql
1,29125,wordpress
1,29125,ajax
19,135549,c++
5,135549,multithreading
5,135549,c
2,135549,cross-platform
2,135549,linux
1,135549,java
1,135549,open-source
1,135549,python
1,135549,model-view-controller
1,135549,functional-programming
1,253257,tsql
1,253257,sql-server
1,253257,c#
26,1084,c
20,1084,c++
15,1084,linux
10,1084,assembly
4,1084,optimization
2,1084,multithreading
2,1084,python
1,1084,windows
1,1084,eclipse
1,1084,algorithm
43,14637,c++
21,14637,c#
17,14637,.net
14,14637,java
9,14637,python
9,14637,windows
9,14637,php
7,14637,linux
7,14637,c
5,14637,algorithm
11,52210,c
3,52210,c++
1,52210,error-handling
1,52210,osx
1,52210,algorithm
1,52210,data-structures
10,239168,java
3,239168,css
3,239168,javascript
3,239168,hibernate
2,239168,nhibernate
2,239168,spring
2,239168,model-view-controller
2,239168,html
1,239168,documentation
1,239168,database-design
35,1088,c
31,1088,c++
8,1088,opengl
6,1088,php
4,1088,windows
3,1088,javafx
3,1088,algorithm
3,1088,multithreading
3,1088,c#
3,1088,objective-c
76,28832,php
65,28832,mysql
11,28832,sql
9,28832,database
8,28832,html
8,28832,javascript
4,28832,python
4,28832,frameworks
4,28832,model-view-controller
4,28832,optimization
1,41200,osx
1,41200,java
27,18804,c
18,18804,c++
9,18804,java
8,18804,project-management
7,18804,c#
4,18804,software-engineering
4,18804,junit
4,18804,php
4,18804,.net
3,18804,linux
3,263004,java
2,263004,javascript
2,263004,php
1,263004,windows
1,263004,eclipse
1,263004,javac
1,263004,jsp
1,263004,jquery
1,263004,ajax
1,263004,mysql
1,88173,vb6
1,88173,c#
1,88173,vb.net
1,88173,optimization
1,88173,sql
9,225647,php
4,225647,jquery
4,225647,drupal
3,225647,css
3,225647,.net
3,225647,c#
3,225647,javascript
2,225647,objective-c
2,225647,c++
1,225647,vb6
4,111888,asp.net-mvc
3,111888,asp.net
1,111888,optimization
59,32133,c#
31,32133,.net
4,32133,windows
3,32133,c++
2,32133,asp.net
2,32133,c
2,32133,multithreading
1,32133,graphics
1,32133,sql
1,32133,windows-services
238,33051,asp.net
51,33051,c#
38,33051,asp.net-mvc
28,33051,.net
18,33051,javascript
13,33051,vb.net
11,33051,css
11,33051,html
10,33051,ajax
7,33051,webforms
10,144846,objective-c
1,144846,html
1,52160,.net
8,242897,c#
7,242897,asp.net
3,242897,.net
1,242897,entity-framework
1,242897,html
1,242897,ajax
1,242897,graphics
1,242897,java
1,242897,javascript
33,7034,java
13,7034,hibernate
7,7034,mysql
4,7034,java-ee
4,7034,spring
3,7034,sql
2,7034,indexing
2,7034,php
2,7034,database
2,7034,optimization
22,2372835,c#
13,2372835,c++
10,2372835,.net
6,2372835,asp.net
6,2372835,nhibernate
3,2372835,java
3,2372835,javascript
3,2372835,c
2,2372835,css
2,2372835,visual-c++
5,68054,html
5,68054,javascript
4,68054,database
2,68054,xpath
2,68054,c++
2,68054,jquery
2,68054,.net
1,68054,php
1,68054,java
1,68054,c#
46,12280,php
13,12280,javascript
9,12280,wordpress
6,12280,css
5,12280,mysql
4,12280,html
2,12280,jquery
2,12280,ajax
1,12280,xpath
1,12280,c
89,3571,python
9,3571,c#
7,3571,.net
4,3571,html
3,3571,google-app-engine
3,3571,windows
3,3571,asp.net
3,3571,javascript
2,3571,vb.net
2,3571,c++
19,42475,c#
8,42475,.net
7,42475,html
6,42475,java
5,42475,css
4,42475,windows
4,42475,javascript
4,42475,sql
3,42475,php
3,42475,asp.net
1,179669,html
1,179669,php
81,8090,c++
28,8090,c
16,8090,windows
7,8090,visual-c++
4,8090,assembly
3,8090,optimization
2,8090,python
2,8090,multithreading
2,8090,cross-platform
2,8090,linux
55,15124,c++
18,15124,database
17,15124,c
14,15124,c#
11,15124,.net
11,15124,javascript
9,15124,java
9,15124,php
8,15124,algorithm
7,15124,optimization
19,54486,python
9,54486,sql
8,54486,postgresql
8,54486,mysql
7,54486,database
3,54486,algorithm
3,54486,indexing
3,54486,php
2,54486,data-structures
2,54486,jquery
